# boundary coordinates (UTM zone 14, north=true) (x,y)
416497.834	4789525.273	40.0
425040.898	4789613.462	60.0
426656.583	4788197.363	40.0
425608.005	4790137.680	40.0
421776.725	4786635.008	130.0
415314.934	4788091.002	90.0
415282.176	4790787.454	30.0
427276.899	4787580.935	40.0
415129.581	4789405.517	400.0
419138.111	4790362.868	130.0
420740.164	4791065.694	150.0
422469.468	4785684.986	300.0
427593.759	4791058.824	300.0
