# turbine_x, turbine_y
2886.704856506888	-3462.8533567736044
11928.817640182788	-2506.737878947517
5487.080575671591	-752.0159621878415
8995.947989548076	-5029.850052217443
14907.768803284149	-1437.4683153717515
4971.20850919305	-4721.916358529075
6745.5183616969825	-602.7603832871537
14418.789346549172	-3674.013548689452
865.4513030980097	-2974.6757413068344
4073.3399718845285	-3703.5963934083284
13941.437612691709	-707.2027340107893
9108.989527326663	-425.1152552744202
1553.4698939574891	-10.796491283897922
7100.843459212428	-4766.254885274573
13198.458931172428	-2433.0735491557607
225.40851620025205	-1319.0408766934415
12439.951096464763	-5248.249525268803
12099.004011694196	-511.5286144646684
1201.1133717138237	-4254.621701472212
6774.159818911592	-3161.812968673029
4260.579032570059	-2308.924091096229
9294.86500551775	-2911.158156285699
11012.473826277474	-3715.001759505253
13453.537449010799	-4561.883430784478
8340.241110594226	-1839.768373942481
22.00163375736247	-3895.627129295469
10409.220716757667	-665.501886373756
3360.2284385848607	-5925.558052806713
10922.45503179455	-5743.736987399667
7825.265824319067	-5757.43543135505
10201.01823900203	-4603.374454842149
15692.271223896434	-4323.264651378659
15574.523907466968	-161.32883669156035
12396.138236404888	-3634.984825821582
15576.278352074787	-5613.065316162228
2382.032591275134	-4856.095920434309
1443.9765571364487	-5881.614617877357
9655.373243907286	-1764.7276699111305
3676.034601485979	-405.63792176248353
14341.822103940927	-6031.951656118645
15720.565629133196	-2503.364047756879
2373.091403961962	-1770.3178349971506
8005.464320731047	-3315.5785184216893
4718.818679763979	-6018.123495292151
6245.86827536586	-5702.5774055210695
6536.172459214962	-1784.7181494446777
5548.048296681829	-2796.357836665666
7878.1056603668785	-199.6798594259967
162.2661851349303	-5979.252639304888
291.4717055430101	-50.55170621241223
