# final turbine coordinates (x,y)
416299.7682445036	4.785459549463476e6
428573.275675023	4.788005368048467e6
422580.7083627165	4.791119462875889e6
428601.26379240304	4.785044103873653e6
427501.20196185895	4.78777140796933e6
422050.2314265829	4.790884800080204e6
415246.63624179346	4.787050411294812e6
420952.43482398376	4.786973009522752e6
418493.64888245123	4.786048705026236e6
424039.6117085563	4.788085743928826e6
425916.57647301833	4.7853209120966215e6
420653.7694143731	4.7852545451067e6
417093.5192841177	4.78718626754862e6
425230.20027920604	4.785388198103583e6
423525.7419604364	4.787889688115417e6
418791.92840014835	4.791487704008785e6
425466.58655922295	4.788664800299304e6
424501.87192974915	4.790883912776757e6
424705.07937122445	4.788357902956236e6
415109.4523687705	4.788528516782545e6
425655.9729929595	4.790712443664463e6
428899.937566773	4.789805015417857e6
417941.59090882447	4.789397674633207e6
423163.91354902595	4.785073568555535e6
416496.9538058952	4.791478401075133e6
423550.7944308539	4.791008937999763e6
422999.9920601331	4.787728173279161e6
427319.441217444	4.7909373754340345e6
426859.0678371917	4.787510403306341e6
429078.1956533742	4.791023231363882e6
419106.1797822745	4.789523093563982e6
429101.6522544001	4.788158070996592e6
427814.9156052249	4.785116669484892e6
416881.3109455835	4.789256289155213e6
415537.1539715827	4.791068256778414e6
419267.7109713588	4.786335853020737e6
420432.32947733754	4.78676432256403e6
426460.9661273709	4.790816889117377e6
417675.26503209275	4.791341162598788e6
421551.0813671264	4.7871950248999605e6
426110.9994614633	4.7872044611521745e6
415895.29573834455	4.7888516818428e6
428077.65081478405	4.790875698546854e6
415561.5179724124	4.7851520049600275e6
428045.4417360211	4.787850799834278e6
421754.26924338326	4.785125167396195e6
417313.342945815	4.785576347749284e6
422210.47675896494	4.787443219789479e6
423957.3355071604	4.785185600798449e6
427018.2907503133	4.785205011849598e6
